,ref,lea name,site url,policy url,me policy url,mei url (if separate)
0,SB978-703,Baldwin Park Police Department,https://web.archive.org/web/20230719150234/https://www.baldwinparkpolice.com/Search?searchPhrase=manual,https://web.archive.org/web/20210420203617/https://www.baldwinparkpolice.com/DocumentCenter/View/96/Baldwin-Park-Police-Department-Policy-Manual-PDF,,
1,SB978-704,Bell Police Department,https://web.archive.org/web/20130825153531/http://cityofbell.org/?navid=1,https://web.archive.org/web/20230719150156/https://www.cityofbell.org/home/showdocument?id=13315,--No link for this in original dataset--,--No link for this in original dataset--
2,SB978-705,Bishop Police Department,https://web.archive.org/web/20150721005207/http://www.cityofbishop.com/departments/police/,,,--No link for this in original dataset--
3,SB978-706,Burbank-Glendale-Pasadena Airport Authority Police Department,https://web.archive.org/web/20200509135050/https://hollywoodburbankairport.com/airport-authority/bgpaa-police/,,--No link for this in original dataset--,--No link for this in original dataset--
4,SB978-710,Carmel Police Department,https://web.archive.org/web/20010608065944/http://www.ci.carmel.ca.us/,https://web.archive.org/web/20211026174554/https://ci.carmel.ca.us/sites/main/files/file-attachments/carmel_by_the_sea_pd_policy_manual.pdf?1621872907,--No link for this in original dataset--,--No link for this in original dataset--
5,SB978-711,Cerritos Community College District Police Department,https://web.archive.org/web/20180319152651/http://www.cerritos.edu/police/default.htm,https://web.archive.org/web/20221203192654/https://www.cerritos.edu/police/_includes/docs/RELEASE_20220222_T115017_Cerritos_College_PD_Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
6,SB978-714,Coast Community College District Police Department,https://web.archive.org/web/20200918234132/https://www.goldenwestcollege.edu/public-safety/index.html,https://web.archive.org/web/20201202163950/https://www.goldenwestcollege.edu/Links/pdf/RELEASE_20190924_T141046_Coast_Community_College_Police_Department_Protocol_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
7,SB978-715,Compton Community College Police Department,https://web.archive.org/web/20230513210125/https://www.compton.edu/campus-safety/index.aspx,https://web.archive.org/web/20220526045259/https://www.compton.edu/adminandoperations/campuspolice/Documents/CCPD_Policy-Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
8,SB978-718,Corning Police Department,https://web.archive.org/web/20210622003243/https://www.corning.org/departments/police-department/,https://web.archive.org/web/20211024122411/https://www.corning.org/documents/policy-manual/,https://web.archive.org/web/20220627075133/https://www.corning.org/documents/military-equipment-policy/,--No link for this in original dataset--
9,SB978-719,Crescent City Police Department,https://web.archive.org/web/20210422101349/https://www.crescentcity.org/departments/Police,https://web.archive.org/web/20220927111354/https://www.crescentcity.org/media/Police/RELEASE_20220811_T170935_Crescent_City__Police_Department_Manual.pdf,https://web.archive.org/web/20220927111354/https://www.crescentcity.org/media/Police/RELEASE_20220811_T170935_Crescent_City__Police_Department_Manual.pdf,--No link for this in original dataset--
10,SB978-720,CSU Maritime Academy Police Department,https://web.archive.org/web/20201123225923/https://www.csum.edu/police-department/,https://web.archive.org/web/20210801012117/https://www.csum.edu/police-department/media/csucalmaritimepolicymanual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
11,SB978-721,CSU San Francisco Police Department,https://web.archive.org/web/20151120121405/http://upd.sfsu.edu/,https://web.archive.org/web/20230603182223/https://upd.sfsu.edu/sites/default/files/documents/SFSUPD_GO_2020.pdf,--No link for this in original dataset--,--No link for this in original dataset--
12,SB978-722,CSU Stanislaus University Police Department,https://web.archive.org/web/20090522150018/http://www.csustan.edu/UPD/,https://web.archive.org/web/20230719154932/https://www.csustan.edu/sites/default/files/groups/University%20Police%20Department/documents/stanislaus-state-pd-policy-manual-2022.pdf,https://web.archive.org/web/20230719154932/https://www.csustan.edu/sites/default/files/groups/University%20Police%20Department/documents/stanislaus-state-pd-policy-manual-2022.pdf,--No link for this in original dataset--
13,SB978-723,El Rancho Unified School District Police Department,https://web.archive.org/web/20211228233652/https://www.erusd.org/apps/pages/index.jsp?uREC_ID=155468&type=d&pREC_ID=2200244,https://web.archive.org/web/20220218195847/https://www.muckrock.com/foi/pico-rivera-3371/sb-978-policiesurl-125264/,--No link for this in original dataset--,--No link for this in original dataset--
14,SB978-725,Fontana Unified School District Police Department,https://web.archive.org/web/20200215153359/https://www.fusd.net/domain/245,https://web.archive.org/web/20230719154933/https://www.fusd.net/cms/lib/CA50000190/Centricity/Domain/245/20220812%20Fontana%20Unified%20School%20Dist%20PD%20Policy%20Manual.pdf,https://web.archive.org/web/20221101025432/https://www.fusd.net/cms/lib/CA50000190/Centricity/Domain/245/Military%20Equipment.pdf,--No link for this in original dataset--
15,SB978-726,Foothill De-Anza Community College District Police Department,https://web.archive.org/web/20201215175046/http://police.fhda.edu/,https://web.archive.org/web/20220319172156/https://police.fhda.edu/_downloads/FHDA%20PD%20Policy%20-%20Redacted%20-%20January%202022.pdf,https://web.archive.org/web/20221001051727/https://police.fhda.edu/_resources-top-menu/FHDAPD%20Policy%20706%20Military%20Equipment%20DRAFT.pdf,--No link for this in original dataset--
16,SB978-727,Fulton-El Camino Park Police Department,https://web.archive.org/web/20201001132620/https://www.fecrpd.com/park-police,https://web.archive.org/web/20230719154933/https://www.fecrpd.com/files/ce455c49f/FEC+Park+Police+Manual+2020.pdf,https://web.archive.org/web/20230324005444/https://www.fecrpd.com/files/ad6db496c/FEPD+Public+Notice+Policy+8701-Military+Equipment.pdf,--No link for this in original dataset--
17,SB978-728,Glendale Police Department Park Rangers,https://web.archive.org/web/20220320194524/https://www.glendaleca.gov/government/departments/community-services-parks/csp-policies-procedures,https://web.archive.org/web/20230719154932/https://www.glendaleca.gov/home/showpublisheddocument/29179/635955639723470000,--No link for this in original dataset--,--No link for this in original dataset--
18,SB978-731,Imperial County Sheriff's Department,https://web.archive.org/web/20201016200854/https://icso.imperialcounty.org/,https://web.archive.org/web/20230520091644/https://icso.imperialcounty.org/wp-content/uploads/2020/12/Imperial-County-SD-Policy-Manual.pdf,https://web.archive.org/web/20220926061222/https://icso.imperialcounty.org/wp-content/uploads/2022/05/AB-481.pdf,--No link for this in original dataset--
19,SB978-734,Lake Shastina District Police Department,https://web.archive.org/web/20100418221559/http://www.lakeshastina.com/lscsdinfo.htm,https://web.archive.org/web/20220524015104/https://lakeshastina.com/Docs_PDFs/RELEASE_20220202_T185234_Lake_Shastina_PD_Policy_Manual.pdf,https://web.archive.org/web/20220707165354/https://lakeshastina.com/Docs_PDFs/CSD%20Notices/Military%20Equipment%20Use%20-%20Copy.pdf,--No link for this in original dataset--
20,SB978-735,Lathrop Police Department,https://web.archive.org/web/20200821064557/https://www.ci.lathrop.ca.us/police,,https://web.archive.org/web/20210210000846/https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB481,--No link for this in original dataset--
21,SB978-737,Mariposa County Sheriff's Department,https://web.archive.org/web/20181016200145/http://www.mariposacounty.org/82/Sheriffs-Office,https://web.archive.org/web/20220706040722/https://mariposacounty.org/DocumentCenter/View/91325/Office-Policy-Manual?bidId=,,--No link for this in original dataset--
22,SB978-738,Montebello Police Department,https://web.archive.org/web/20210802232458/https://www.montebello.k12.ca.us/apps/pages/index.jsp?uREC_ID=2210591&type=d&pREC_ID=2195302,https://web.archive.org/web/20230719154936/https://4.files.edl.io/72a4/09/26/22/163847-bd8aed58-85d7-4f97-9b94-dbe034ea02dd.pdf,--No link for this in original dataset--,--No link for this in original dataset--
23,SB978-740,Oakland City Housing Authority Police Department,https://web.archive.org/web/20071209194209/http://www.ohapd.org/,https://web.archive.org/web/20230719154935/https://public.powerdms.com/OHAPD/tree/documents/2712094,,--No link for this in original dataset--
24,SB978-741,Oakley Police Department,https://web.archive.org/web/20160117184128/http://www.ci.oakley.ca.us/departments/police/,https://web.archive.org/web/20220813001823/https://www.ci.oakley.ca.us/wp-content/uploads/2022/05/Oakley-Police-Department-Policy-2022.1.pdf,,--No link for this in original dataset--
25,SB978-745,Port San Luis Harbor District Harbor Patrol Department,https://web.archive.org/web/19981201065449/http://portsanluis.com/,https://web.archive.org/web/20211022121038/https://portsanluis.com/DocumentCenter/View/5657/Harbor-Patrol-Policy-Manual-HPPM-Complete,--No link for this in original dataset--,--No link for this in original dataset--
26,SB978-747,Salinas Police Department,https://web.archive.org/web/19961230215006/http://salinaspd.com/,,https://web.archive.org/web/20221001074427/https://salinaspd.org/wp-content/uploads/2022/08/709-Military-Equipment-Addendum-A-8-18-22-1.pdf,--No link for this in original dataset--
27,SB978-748,San Bernardino Community College District Police Department,https://web.archive.org/web/20210413073004/https://sbccd.edu/district-services/police-department/index.php,https://web.archive.org/web/20230208170047/https://sbccd.edu/district-services/police-department/how-we-serve/documents/sbccd-police-department-policy-manual-2014-01-16.pdf,--No link for this in original dataset--,--No link for this in original dataset--
28,SB978-749,San Bernardino Unified School District Police Department,https://web.archive.org/web/20230403194541/http://www.sbcusd.com/departments/district-police,https://web.archive.org/web/20230719154958/https://cdnsm5-ss13.sharpschool.com/UserFiles/Servers/Server_59869/File/RELEASE_20220224_T135233_San_Bernardino_City_USD_CA_Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
29,SB978-750,San Carlos Police Department,https://web.archive.org/web/20171027163848/http://www.smcsheriff.com/patrol-services/san-carlos-police-bureau,https://web.archive.org/web/20220429225246/https://www.smcsheriff.com/sites/default/files/content_files/2020_Operations_Policy_Manual.pdf,https://web.archive.org/web/20220402102016/https://www.smcsheriff.com/sites/default/files/resources_files/San%20Mateo%20County%20Sheriff's%20Office%20Lexipol%20Policy%20705%20Military%20Equipment_0.pdf,--No link for this in original dataset--
30,SB978-751,San Diego Community College District Police Department,https://web.archive.org/web/20191015160516/https://www.sdccd.edu/about/departments-and-offices/police-department/,https://web.archive.org/web/20200929094351/https://www.sdccd.edu/about/departments-and-offices/police-department/about/college-police-policies-procedures.aspx,--No link for this in original dataset--,--No link for this in original dataset--
31,SB978-752,San Francisco Community College District Police Department,https://web.archive.org/web/20200807130959/https://www.ccsf.edu/campus-police,https://web.archive.org/web/20200813170122/https://www.ccsf.edu/about-ccsf/board-trustees/ccsf-policies-administrative-procedures,--No link for this in original dataset--,--No link for this in original dataset--
32,SB978-754,San Jos̩/Evergreen Community College District Police Department,https://web.archive.org/web/20140320103609/http://www.sjeccd.edu/district-services/district-police,https://web.archive.org/web/20220302073549/https://www.sjeccd.edu/DistrictPolice/Documents/SJECCD%20PD%20Policy%20Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
33,SB978-756,Solano Community College District Department of Public Safety,https://web.archive.org/web/20120812084048/http://www.solano.edu/police/,https://web.archive.org/web/20220604015806/https://solano.edu/police/2122/Solano_Community_College_DPS_Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
34,SB978-757,Stallion Springs Police Department,,,,--No link for this in original dataset--
35,SB978-758,State Center Community College District Police Department,https://web.archive.org/web/20210801094142/https://www.scccd.edu/departments/police/index.html,--No link for this in original dataset--,,
36,SB978-759,Susanville Police Department,https://web.archive.org/web/20201016180315/http://www.cityofsusanville.net/rooptown/police-department/,https://web.archive.org/web/20220320021008/http://www.cityofsusanville.net/rooptown/wp-content/uploads/2021/12/PDPolicyManual2021revPUBLIC.pdf,--No link for this in original dataset--,--No link for this in original dataset--
37,SB978-760,Sutter Creek Police Department,https://web.archive.org/web/20160523124525/http://cityofsuttercreek.org/sutter-creek-police-department/,https://web.archive.org/web/20230719155004/https://cityofsuttercreek.org/police/Sutter_Creek_PD_Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
38,SB978-761,Tulare County Probation Department,https://web.archive.org/web/20130312101605/http://www.tularecounty.ca.gov/probation/,https://web.archive.org/web/20220925141917/https://tularecoprobation.org/information-center/reports-information/policies-and-procedures/facility-policy-and-procedure/,,--No link for this in original dataset--
39,SB978-762,Tulelake Police Department,https://web.archive.org/web/20170209025219/http://www.cityoftulelake.com/departments/police-department,https://web.archive.org/web/20230719155004/https://cityofsuttercreek.org/police/Sutter_Creek_PD_Policy_Manual.pdf,https://web.archive.org/web/20230719155004/https://cityofsuttercreek.org/police/Sutter_Creek_PD_Policy_Manual.pdf,--No link for this in original dataset--
40,SB978-766,Val Verde Unified School District Police Department,https://web.archive.org/web/20230418010717/https://police-department-valverde.schoolblocks.com/en-US,https://web.archive.org/web/20230719150222/https://www.edjoin.org/JobDescriptions/566/School%20Police%20Officer%2006%2012%2019-20200826122740.pdf,--No link for this in original dataset--,--No link for this in original dataset--
41,SB978-769,Yuba Community College District Police Department,https://web.archive.org/web/20220817013956/https://yc.yccd.edu/campus/safety/,https://web.archive.org/web/20230719155008/https://yc.yccd.edu/publicsafety/wp-content/uploads/sites/14/2020/04/Rules-Regulations-Revised-April-2018-Most-Current.pdf,--No link for this in original dataset--,--No link for this in original dataset--
42,SB978-001,Alameda County District Attorney,https://web.archive.org/web/20080514035529/http://www.alcoda.org/,,--No link for this in original dataset--,--No link for this in original dataset--
43,SB978-002,Alameda County Sheriff's Office,https://web.archive.org/web/20021201135745/http://alamedacountysheriff.org/,https://web.archive.org/web/20211015210224/https://www.alamedacountysheriff.org/about-us/public-policies,,https://web.archive.org/web/20230306080940/https://www.alamedacountysheriff.org/home/showpublisheddocument/352/638127567748900000
44,SB978-003,Alameda Police Department,https://web.archive.org/web/20130218090425/http://alamedaca.gov/,https://web.archive.org/web/20221109010003/https://www.alamedaca.gov/files/assets/public/departments/alameda/police/alamda-police-department-policy-manual-10102022.pdf,https://web.archive.org/web/20221109010003/https://www.alamedaca.gov/files/assets/public/departments/alameda/police/alamda-police-department-policy-manual-10102022.pdf,--No link for this in original dataset--
45,SB978-004,Albany Police Department,https://web.archive.org/web/20170620162206/http://www.albanyca.org/departments/police-department,https://web.archive.org/web/20220405012953/http://www.albanyca.org/home/showpublisheddocument/50437/637825246175230000,,--No link for this in original dataset--
46,SB978-005,Alhambra Police Department,https://web.archive.org/web/20210921132304/https://cityofalhambra.org/231/Police-Department,https://web.archive.org/web/20211018143113/https://cityofalhambra.org/DocumentCenter/View/1990/Alhambra_PD_Policy_Manual-PDF,,--No link for this in original dataset--
47,SB978-008,Alpine County Sheriff's Department,https://web.archive.org/web/20201030070604/http://www.alpinecountyca.gov/204/Sheriff,https://web.archive.org/web/20201108150233/https://www.alpinecountyca.gov/DocumentCenter/View/2842/Alpine-County-Sheriffs-Office-Policy-Manual,--No link for this in original dataset--,--No link for this in original dataset--
48,SB978-009,Alturas Police Department,https://web.archive.org/web/20170606162441/http://www.cityofalturas.us/departments/public_safety/index.php,,,--No link for this in original dataset--
49,SB978-011,Amador County Sheriff's Department,https://web.archive.org/web/20101208233045/http://www.amadorsheriff.org/,https://web.archive.org/web/20220309221629/https://amadorsheriff.org/images/administration-div/Docs/Amador_CO_SO_CA_Policy_Manual_3_2022.pdf,https://web.archive.org/web/20220309221629/https://amadorsheriff.org/images/administration-div/Docs/Amador_CO_SO_CA_Policy_Manual_3_2022.pdf,--No link for this in original dataset--
50,SB978-012,American River College Police Department,https://web.archive.org/web/20110504130710/http://police.losrios.edu/,https://web.archive.org/web/20210306012203/https://police.losrios.edu/lrpd/doc/policy-manual.pdf,https://web.archive.org/web/20210306012203/https://police.losrios.edu/lrpd/doc/policy-manual.pdf,--No link for this in original dataset--
51,SB978-014,Anaheim Police Department,https://web.archive.org/web/20210923235005/https://anaheim.net/178/About,https://web.archive.org/web/20201024212156/https://www.anaheim.net/DocumentCenter/View/29459/APD-Policy-Manual,,--No link for this in original dataset--
52,SB978-015,Anderson Police Department,https://web.archive.org/web/20170710021335/http://www.andersonpolice.org/,https://web.archive.org/web/20220528042616/https://www.andersonpolice.org/_files/ugd/b36806_d2a266ebeb1d45e3ae0f60bcc67ec92a.pdf,,--No link for this in original dataset--
53,SB978-016,Angels Camp Police Department,https://web.archive.org/web/20161115132512/http://angelscamp.gov/police/,https://web.archive.org/web/20210415031739/http://angelscamp.gov/wp-content/uploads/2020/02/ACPD-POLICY-MANUAL.pdf,https://web.archive.org/web/20230311122632/https://angelscamp.gov/wp-content/uploads/Military_Equipment-10.pdf,--No link for this in original dataset--
54,SB978-017,Antioch Police Department,https://web.archive.org/web/20180902110144/https://www.antiochca.gov/police/,https://web.archive.org/web/20210227055612/https://www.antiochca.gov/fc/police/apd-policy-manual.pdf,https://web.archive.org/web/20210227055612/https://www.antiochca.gov/fc/police/apd-policy-manual.pdf,--No link for this in original dataset--
55,SB978-018,Apple Valley Unified School District Police Department,https://web.archive.org/web/20200919115143/https://www.avusd.org/departments/district-police,--No link for this in original dataset--,--No link for this in original dataset--,--No link for this in original dataset--
56,SB978-019,Arcadia Police Department,https://web.archive.org/web/20200407192619/https://www.arcadiaca.gov/protect/police_department/index.php,,,--No link for this in original dataset--
57,SB978-020,Arcata Police Department,https://web.archive.org/web/20151203142114/http://www.cityofarcata.org/206/Police,https://web.archive.org/web/20230719150325/https://www.cityofarcata.org/DocumentCenter/View/11850/Arcata-PD-Policy-Manual-04202022,https://web.archive.org/web/20230719150325/https://www.cityofarcata.org/DocumentCenter/View/11850/Arcata-PD-Policy-Manual-04202022,--No link for this in original dataset--
58,SB978-021,Arroyo Grande Police Department,https://web.archive.org/web/20010906205447/http://www.agpd.org/,https://web.archive.org/web/20210116050501/https://www.agpd.org/DocumentCenter/View/7635/AGPD-Policy-Manual-PDF?bidId=,,--No link for this in original dataset--
59,SB978-022,Arvin Police Department,https://web.archive.org/web/20210116170435/https://www.arvin.org/181/Police,https://web.archive.org/web/20210428185832/https://www.arvin.org/DocumentCenter/View/288/Arvin-Police-Department-Policy-Manual-PDF,--No link for this in original dataset--,--No link for this in original dataset--
60,SB978-023,Atascadero Police Department,https://web.archive.org/web/20000303100201/http://www.atascadero.org/,https://web.archive.org/web/20200622120205/https://www.atascadero.org/files/PD/PD_Policy_Manual.pdf,https://web.archive.org/web/20220812151334/https://atascadero.org/files/PD/Draft%20AB%20481%20Military%20Equipment%20Lexipol%20Based%20Policy.pdf,https://web.archive.org/web/20220812154438/https://atascadero.org/files/PD/AB%20481%20Military%20Equipement%20List%20Attachement%20A%20Policy%20708.pdf
61,SB978-024,Atherton Police Department,https://web.archive.org/web/20220814155056/https://ci.atherton.ca.us/635/Police-Department,https://web.archive.org/web/20220810103655/https://ci.atherton.ca.us/DocumentCenter/View/9863/Lexipol-Policy-Manual-1-26-2022,https://web.archive.org/web/20220810103655/https://ci.atherton.ca.us/DocumentCenter/View/9863/Lexipol-Policy-Manual-1-26-2022,--No link for this in original dataset--
62,SB978-025,Atwater Police Department,https://web.archive.org/web/20200814104343/https://www.atwater.org/departments/police/,https://web.archive.org/web/20230719150332/https://www.atwater.org/wp-content/uploads/2019/12/Atwater_PD_Policy_Manual.pdf,https://web.archive.org/web/20230327232216/https://www.atwater.org/wp-content/uploads/2022/02/Military_Equipment_policy_draft-1.pdf,--No link for this in original dataset--
63,SB978-026,Auburn Police Department,https://web.archive.org/web/20160314041008/http://www.auburn.ca.gov/168/Police,https://web.archive.org/web/20200112005007/https://www.auburn.ca.gov/DocumentCenter/View/1657/Auburn-Police-Department-Policy-and-Procedure-Manual-12-23-19,https://web.archive.org/web/20220501183512/https://www.auburn.ca.gov/603/Assembly-Bill-481,--No link for this in original dataset--
64,SB978-027,Avenal Police Department,https://web.archive.org/web/20160406193145/http://www.cityofavenal.com/217/Police,https://web.archive.org/web/20230719150348/https://cityofavenal.com/DocumentCenter/View/2488/LAW-ENFORCEMENT-CODE-OF-ETHICS,,--No link for this in original dataset--
65,SB978-029,Azusa Police Department,https://web.archive.org/web/20001012105159/http://www.azusapd.org/,https://web.archive.org/web/20230719150339/https://www.azusapd.org/images/SB978_Training/Manual/Azusa%20PD%20Policy%20Manual%2007-13-2022.pdf,--No link for this in original dataset--,--No link for this in original dataset--
66,SB978-030,Bakersfield Police Department,https://web.archive.org/web/20210412030508/https://www.bakersfieldcity.us/257/Police,https://web.archive.org/web/20220129093623/https://content.civicplus.com/api/assets/c25047cc-bf92-485b-baeb-e2b4cf1d1629,--No link for this in original dataset--,--No link for this in original dataset--
67,SB978-033,Banning Police Department,https://web.archive.org/web/20190830160747/http://banning.ca.us/17/Banning-Police-Department,https://web.archive.org/web/20230719150339/https://banningca.gov/DocumentCenter/View/10226/RELEASE_20220310_T212247_Banning_PD_Policy_Manual?bidId=,,
68,SB978-034,Barstow Police Department,https://web.archive.org/web/20201123065934/https://www.barstowca.org/departments/police,https://web.archive.org/web/20230719150341/https://www.barstowca.org/home/showdocument?id=5837,,--No link for this in original dataset--
69,SB978-035,Bay Area Rapid Transit Police Department,https://web.archive.org/web/20080704171212/http://bart.gov/about/police/,https://web.archive.org/web/20230719150402/https://www.bart.gov/sites/default/files/docs/Lexipol%20Policy%20Manual%20March%202020.pdf,https://web.archive.org/web/20230805100736/https://www.bart.gov/sites/default/files/docs/Draft%20Military%20Equipment%20Use%20Policy%20(Lexipol%20Policy%20711)%20and%20Military%20Equipment%20Inventory_0.pdf,--No link for this in original dataset--
70,SB978-036,Bear Valley Police Department,https://web.archive.org/web/20200924191919/https://www.bvcsd.com/police-department,https://web.archive.org/web/20210115215047/https://uploads-ssl.webflow.com/5cdc7ca6d8a73b946527cfa1/5fe25ea5f050d567db516cd3_RELEASE_20201222_T133105_Bear_Valley_PD_Policy_Manual%20(1).pdf,--No link for this in original dataset--,--No link for this in original dataset--
71,SB978-037,Beaumont Police Department,https://web.archive.org/web/20170315224739/http://www.beaumontpd.org/,https://web.archive.org/web/20211024120635/https://www.beaumontpd.org/DocumentCenter/View/37037/Beaumont-Police-Department-Policy-PDF,,--No link for this in original dataset--
72,SB978-038,Bell Gardens Police Department,https://web.archive.org/web/20190413155658/http://www.bellgardens.org/government/public-safety/police-department,https://web.archive.org/web/20230719150405/https://www.bellgardens.org/home/showpublisheddocument/5591/637938257880670000,https://web.archive.org/web/20230719150405/https://www.bellgardens.org/home/showpublisheddocument/5591/637938257880670000,--No link for this in original dataset--
73,SB978-040,Belmont Police Department,https://web.archive.org/web/20191108175055/https://www.belmont.gov/departments/police,https://web.archive.org/web/20220303092615/https://www.belmont.gov/home/showpublisheddocument/18935/637632371657830000,,--No link for this in original dataset--
74,SB978-041,Belvedere Police Department,https://web.archive.org/web/20181206174037/http://www.cityofbelvedere.org/117/Police,https://web.archive.org/web/20230326184140/https://www.cityofbelvedere.org/DocumentCenter/View/7587/Policy-207---Police-Policy-Manual,https://web.archive.org/web/20221207210504/https://www.cityofbelvedere.org/DocumentCenter/View/8437/RELEASE_20220814_T171606_Belvedere_PD_Policy_Manual,--No link for this in original dataset--
75,SB978-042,Benicia Police Department,https://web.archive.org/web/20141108220522/http://www.ci.benicia.ca.us/police,,https://web.archive.org/web/20220614195934/https://www.ci.benicia.ca.us/vertical/Sites/%7BF991A639-AAED-4E1A-9735-86EA195E2C8D%7D/uploads/AB_481_Draft_Policy.pdf,--No link for this in original dataset--
76,SB978-043,Berkeley Police Department,https://web.archive.org/web/20220502181918/https://berkeleyca.gov/safety-health/police,https://web.archive.org/web/20221119020336/https://berkeleyca.gov/sites/default/files/documents/RELEASE_20220921_T152222_Berkeley_PD_Policy_Manual.pdf,https://web.archive.org/web/20221119020336/https://berkeleyca.gov/sites/default/files/documents/RELEASE_20220921_T152222_Berkeley_PD_Policy_Manual.pdf,--No link for this in original dataset--
77,SB978-044,Beverly Hills Police Department,https://web.archive.org/web/20190524114259/http://www.beverlyhills.org/departments/policedepartment/,https://web.archive.org/web/20200921002238/https://www.beverlyhills.org/cbhfiles/storage/files/1787600804952259300/BHPDManual(2-2020).pdf,https://web.archive.org/web/20230218035745/https://www.beverlyhills.org/cbhfiles/storage/files/1477884586602467599/Military_Equipment_Use_Policy(5).pdf,
78,SB978-049,Blythe Police Department,https://web.archive.org/web/20210226153724/https://www.cityofblythe.ca.gov/19/Police-Department,https://web.archive.org/web/20210427001434/https://www.cityofblythe.ca.gov/DocumentCenter/View/1465/Blythe-Police-Department-Policy-Manual,https://web.archive.org/web/20220320075037/https://www.cityofblythe.ca.gov/DocumentCenter/View/1808/Blythe-Police-Department---Military-Equipment-Use-Policy---Draft-3-12-2022?bidId=,--No link for this in original dataset--
79,SB978-050,Brawley Police Department,https://web.archive.org/web/20150218210909/http://www.brawley-ca.gov/section/Police-Department,https://web.archive.org/web/20230719150426/https://www.brawley-ca.gov/cms/kcfinder/upload/files/police_department/Policies/RELEASE_20220524_T133234_Brawley_PD_CA_Policy_Manual.pdf,https://web.archive.org/web/20220614195259/https://www.brawley-ca.gov/cms/kcfinder/upload/files/police_department/Self-Service/Policy%20709.pdf,
80,SB978-051,Brea Police Department,https://web.archive.org/web/20220121034102/https://www.ci.brea.ca.us/1595/Police-Services,https://web.archive.org/web/20220625235614/https://ci.brea.ca.us/DocumentCenter/View/10023/Brea_PD_Policy_Manual_May2022?bidId=,https://web.archive.org/web/20220625235614/https://ci.brea.ca.us/DocumentCenter/View/10023/Brea_PD_Policy_Manual_May2022?bidId=,--No link for this in original dataset--
81,SB978-052,Brentwood Police Department,https://web.archive.org/web/20220802212330/https://www.brentwoodca.gov/government/police,https://web.archive.org/web/20230719150435/https://www.brentwoodca.gov/home/showpublisheddocument/2/637785573557000000,,--No link for this in original dataset--
82,SB978-053,Brisbane Police Department,https://web.archive.org/web/20200410213911/https://www.brisbaneca.org/police,https://web.archive.org/web/20221125221804/https://www.brisbaneca.org/sites/default/files/fileattachments/police/page/6571/brisbane_pd_policy_manual_20180105.pdf,https://web.archive.org/web/20221125221617/https://www.brisbaneca.org/sites/default/files/fileattachments/police/page/24131/brisbane_military_equipment_use_policy.pdf,--No link for this in original dataset--
83,SB978-054,Broadmoor Police Department,https://web.archive.org/web/20020202231906/http://www.broadmoorpolice.com/,https://web.archive.org/web/20210728042723/https://www.broadmoorpolice.com/wp-content/uploads/2021/07/broadmoor_police_policy_manual_2021.pdf,https://web.archive.org/web/20220703033133/https://www.broadmoorpolice.com/wp-content/uploads/2022/05/brd_military_equipment_2022.pdf,--No link for this in original dataset--
84,SB978-055,Buena Park Police Department,https://web.archive.org/web/19980111060929/http://bppd.com/,https://web.archive.org/web/20210427072007/https://public.powerdms.com/BUENAPPD/tree,,--No link for this in original dataset--
85,SB978-056,Burbank Police Department,https://web.archive.org/web/20130601072040/http://burbankpd.org/,https://web.archive.org/web/20220701202930/https://www.burbankpd.org/assets/1/7/Policy_Manual_2022.pdf,,--No link for this in original dataset--
86,SB978-058,Burlingame Police Department,https://web.archive.org/web/20180901122811/https://burlingame.org/departments/police_department/index.php,,,--No link for this in original dataset--
87,SB978-062,Butte County Sheriff's Department/Coroner,https://web.archive.org/web/20230310140536/https://www.buttecounty.net/1393/SheriffCoroner,https://web.archive.org/web/20220619024119/http://www.buttecounty.net/Portals/30/Documents/2022%20BCDA%20Bureau%20of%20Investigation%20Policy%20Manual.pdf?ver=2022-04-14-111534-907,https://web.archive.org/web/20220818205714/https://www.buttecounty.net/Portals/24/pdf/1BCSO%20AB%20481%20Policy%2004_22_22.pdf?ver=2022-04-25-080253-163,--No link for this in original dataset--
88,SB978-066,Calaveras County Sheriff's Department,https://web.archive.org/web/20120128224500/http://sheriff.calaverasgov.us/,https://web.archive.org/web/20210427211029/https://sheriff.calaverasgov.us/LinkClick.aspx?fileticket=IF8AUbjJzSk%3D&portalid=21,https://web.archive.org/web/20230306212437/https://sheriff.calaverasgov.us/Portals/Sheriff/Documents/Policy%20709%20Calaveras%20County%20Sheriff.pdf?ver=Iu7-TXqGvPwQyOCpSyzWJA==,--No link for this in original dataset--
